"","AnalyteGroup","AnalyteGroupSimple","Analyte","AnalyteFull","Tshd_Area_TICA_perc25","Tshd_Area_TICA_perc50","Tshd_Area_TICA_perc75","Tshd_Area_TICA_perc90"
"444","Tween 40","Tween 40","(C2H4O) 11 ","Tween 40_(C2H4O) 11 ",1.5e-05,5.2e-05,0.00014,0.00032
"445","Tween 40","Tween 40","(C2H4O) 11 HN4","Tween 40_(C2H4O) 11 HN4",4e-05,0.00011,3e-04,0.00074
"446","Tween 40","Tween 40","(C2H4O) 11 Na","Tween 40_(C2H4O) 11 Na",2.1e-05,4.2e-05,9e-05,0.00025
"447","Tween 40","Tween 40","(C2H4O) 12 ","Tween 40_(C2H4O) 12 ",0.00017,0.0019,0.0068,0.018
"448","Tween 40","Tween 40","(C2H4O) 12 HN4","Tween 40_(C2H4O) 12 HN4",8.9e-05,0.00025,0.00053,0.0011
"449","Tween 40","Tween 40","(C2H4O) 12 Na","Tween 40_(C2H4O) 12 Na",0.00023,0.0025,0.0075,0.013
"450","Tween 40","Tween 40","(C2H4O) 13 ","Tween 40_(C2H4O) 13 ",3e-05,7.4e-05,0.00019,0.00047
"451","Tween 40","Tween 40","(C2H4O) 13 HN4","Tween 40_(C2H4O) 13 HN4",4.1e-05,0.00013,0.00028,6e-04
"452","Tween 40","Tween 40","(C2H4O) 13 Na","Tween 40_(C2H4O) 13 Na",4.5e-05,0.00017,0.00086,0.011
"453","Tween 40","Tween 40","(C2H4O) 14 ","Tween 40_(C2H4O) 14 ",5.1e-05,0.00035,0.0013,0.0024
"454","Tween 40","Tween 40","(C2H4O) 14 HN4","Tween 40_(C2H4O) 14 HN4",5.7e-05,0.00023,0.0015,0.0057
"455","Tween 40","Tween 40","(C2H4O) 14 Na","Tween 40_(C2H4O) 14 Na",2.9e-05,7.4e-05,0.00023,0.0011
"456","Tween 40","Tween 40","(C2H4O) 15 ","Tween 40_(C2H4O) 15 ",9.6e-05,0.00029,0.00069,0.0014
"457","Tween 40","Tween 40","(C2H4O) 15 HN4","Tween 40_(C2H4O) 15 HN4",3.3e-05,9.3e-05,0.00018,0.00036
"458","Tween 40","Tween 40","(C2H4O) 15 Na","Tween 40_(C2H4O) 15 Na",8.2e-05,0.00015,0.00041,0.00079
"459","Tween 40","Tween 40","(C2H4O) 16 ","Tween 40_(C2H4O) 16 ",2.8e-05,6.6e-05,0.00018,0.00041
"460","Tween 40","Tween 40","(C2H4O) 16 HN4","Tween 40_(C2H4O) 16 HN4",5.1e-05,0.00014,0.00031,0.00065
"461","Tween 40","Tween 40","(C2H4O) 16 Na","Tween 40_(C2H4O) 16 Na",3.9e-05,0.00014,0.00028,0.00086
"462","Tween 40","Tween 40","(C2H4O) 17 ","Tween 40_(C2H4O) 17 ",3.7e-05,9.6e-05,0.00028,0.00084
"463","Tween 40","Tween 40","(C2H4O) 17 HN4","Tween 40_(C2H4O) 17 HN4",2.3e-05,5e-05,0.00013,0.00028
"464","Tween 40","Tween 40","(C2H4O) 17 Na","Tween 40_(C2H4O) 17 Na",1.2e-05,3.3e-05,8.1e-05,0.00026
"465","Tween 40","Tween 40","(C2H4O) 18 ","Tween 40_(C2H4O) 18 ",3.4e-05,0.00013,0.00028,0.00063
"466","Tween 40","Tween 40","(C2H4O) 18 HN4","Tween 40_(C2H4O) 18 HN4",2.8e-05,6.7e-05,0.00012,0.00035
"467","Tween 40","Tween 40","(C2H4O) 18 Na","Tween 40_(C2H4O) 18 Na",3.4e-05,7.5e-05,0.00019,0.00052
"468","Tween 40","Tween 40","(C2H4O) 19 ","Tween 40_(C2H4O) 19 ",0.00017,0.00094,0.0029,0.0075
"469","Tween 40","Tween 40","(C2H4O) 19 HN4","Tween 40_(C2H4O) 19 HN4",3.5e-05,0.00013,0.00038,0.00093
"470","Tween 40","Tween 40","(C2H4O) 19 Na","Tween 40_(C2H4O) 19 Na",7e-05,0.00016,0.00036,0.001
"471","Tween 40","Tween 40","(C2H4O) 20 ","Tween 40_(C2H4O) 20 ",2.4e-05,6.9e-05,0.00029,0.00094
"472","Tween 40","Tween 40","(C2H4O) 20 HN4","Tween 40_(C2H4O) 20 HN4",1.8e-05,4.4e-05,0.00013,0.00042
"473","Tween 40","Tween 40","(C2H4O) 20 Na","Tween 40_(C2H4O) 20 Na",2.7e-05,8.8e-05,0.00025,0.00047
"474","Tween 40","Tween 40","(C2H4O) 21 ","Tween 40_(C2H4O) 21 ",2.5e-05,5.1e-05,0.00018,0.00058
"475","Tween 40","Tween 40","(C2H4O) 21 HN4","Tween 40_(C2H4O) 21 HN4",2.7e-05,5.3e-05,0.00012,0.00024
"476","Tween 40","Tween 40","(C2H4O) 21 Na","Tween 40_(C2H4O) 21 Na",1.7e-05,5e-05,0.00027,0.0021
"477","Tween 40","Tween 40","(C2H4O) 22 ","Tween 40_(C2H4O) 22 ",5.2e-05,0.00014,0.00032,0.00077
"478","Tween 40","Tween 40","(C2H4O) 22 HN4","Tween 40_(C2H4O) 22 HN4",7.4e-05,0.00016,0.00034,0.0015
"479","Tween 40","Tween 40","(C2H4O) 22 Na","Tween 40_(C2H4O) 22 Na",2.5e-05,8.9e-05,0.00023,5e-04
"480","Tween 40","Tween 40","(C2H4O) 23 ","Tween 40_(C2H4O) 23 ",1.7e-05,6.8e-05,0.00031,7e-04
"481","Tween 40","Tween 40","(C2H4O) 23 HN4","Tween 40_(C2H4O) 23 HN4",7.1e-05,0.00023,0.00054,0.0027
"482","Tween 40","Tween 40","(C2H4O) 23 Na","Tween 40_(C2H4O) 23 Na",2.9e-05,8.2e-05,3e-04,0.00075
"483","Tween 40","Tween 40","(C2H4O) 24 ","Tween 40_(C2H4O) 24 ",1.6e-05,4.4e-05,0.00011,0.00046
"484","Tween 40","Tween 40","(C2H4O) 24 HN4","Tween 40_(C2H4O) 24 HN4",3.7e-05,8.1e-05,0.00019,0.00043
"485","Tween 40","Tween 40","(C2H4O) 24 Na","Tween 40_(C2H4O) 24 Na",1.6e-05,4.2e-05,0.00014,5e-04
"486","Tween 40","Tween 40","(C2H4O) 25 ","Tween 40_(C2H4O) 25 ",0.00026,0.00061,0.001,0.0019
"487","Tween 40","Tween 40","(C2H4O) 25 HN4","Tween 40_(C2H4O) 25 HN4",6.1e-05,0.00037,0.00057,0.0013
"488","Tween 40","Tween 40","(C2H4O) 25 Na","Tween 40_(C2H4O) 25 Na",8.1e-05,0.00048,0.002,0.003
"489","Tween 40","Tween 40","(C2H4O) 26 ","Tween 40_(C2H4O) 26 ",5.8e-05,8e-04,0.013,0.017
"490","Tween 40","Tween 40","(C2H4O) 26 HN4","Tween 40_(C2H4O) 26 HN4",0.00013,0.00027,0.00076,0.0014
"491","Tween 40","Tween 40","(C2H4O) 26 Na","Tween 40_(C2H4O) 26 Na",7.9e-05,0.00045,0.0014,0.0028
"492","Tween 40","Tween 40","(C2H4O) 27 ","Tween 40_(C2H4O) 27 ",0.00011,0.00037,0.00058,0.0012
"493","Tween 60","Tween 60","(C2H4O) 10 ","Tween 60_(C2H4O) 10 ",2.9e-05,6.7e-05,0.00021,0.00048
"494","Tween 60","Tween 60","(C2H4O) 10 HN4","Tween 60_(C2H4O) 10 HN4",6.5e-05,0.00015,0.00033,0.00078
"495","Tween 60","Tween 60","(C2H4O) 10 Na","Tween 60_(C2H4O) 10 Na",2.6e-05,7.5e-05,0.00028,0.001
"496","Tween 60","Tween 60","(C2H4O) 11 ","Tween 60_(C2H4O) 11 ",6.9e-05,0.00027,0.001,0.0019
"497","Tween 60","Tween 60","(C2H4O) 11 HN4","Tween 60_(C2H4O) 11 HN4",0.00015,0.00053,0.0016,0.0034
"498","Tween 60","Tween 60","(C2H4O) 11 Na","Tween 60_(C2H4O) 11 Na",2.3e-05,6.5e-05,0.00032,0.00086
"499","Tween 60","Tween 60","(C2H4O) 12 ","Tween 60_(C2H4O) 12 ",1.8e-05,4.2e-05,0.00015,0.00064
"500","Tween 60","Tween 60","(C2H4O) 12 HN4","Tween 60_(C2H4O) 12 HN4",0.00011,0.00027,0.00049,0.0012
"501","Tween 60","Tween 60","(C2H4O) 12 Na","Tween 60_(C2H4O) 12 Na",3.8e-05,9.9e-05,0.00046,0.0015
"502","Tween 60","Tween 60","(C2H4O) 13 ","Tween 60_(C2H4O) 13 ",1.4e-05,4.1e-05,0.00011,0.00028
"503","Tween 60","Tween 60","(C2H4O) 13 HN4","Tween 60_(C2H4O) 13 HN4",4.3e-05,0.00011,0.00044,0.0011
"504","Tween 60","Tween 60","(C2H4O) 13 Na","Tween 60_(C2H4O) 13 Na",2.9e-05,5.9e-05,0.00016,0.00046
"505","Tween 60","Tween 60","(C2H4O) 14 ","Tween 60_(C2H4O) 14 ",3e-05,9.6e-05,0.00034,0.00067
"506","Tween 60","Tween 60","(C2H4O) 14 HN4","Tween 60_(C2H4O) 14 HN4",0.00025,0.00083,0.01,0.046
"507","Tween 60","Tween 60","(C2H4O) 14 Na","Tween 60_(C2H4O) 14 Na",3.5e-05,0.00015,0.00063,0.0012
"508","Tween 60","Tween 60","(C2H4O) 15 ","Tween 60_(C2H4O) 15 ",2.5e-05,6.9e-05,0.00019,0.00074
"509","Tween 60","Tween 60","(C2H4O) 15 HN4","Tween 60_(C2H4O) 15 HN4",5.3e-05,0.00015,0.00036,0.00085
"510","Tween 60","Tween 60","(C2H4O) 15 Na","Tween 60_(C2H4O) 15 Na",2.4e-05,5.8e-05,0.00016,0.00061
"511","Tween 60","Tween 60","(C2H4O) 16 ","Tween 60_(C2H4O) 16 ",8.8e-05,0.00024,0.00048,0.00087
"512","Tween 60","Tween 60","(C2H4O) 16 HN4","Tween 60_(C2H4O) 16 HN4",3.3e-05,9.8e-05,0.00023,0.00045
"513","Tween 60","Tween 60","(C2H4O) 16 Na","Tween 60_(C2H4O) 16 Na",3.3e-05,9.6e-05,0.00053,0.0021
"514","Tween 60","Tween 60","(C2H4O) 17 ","Tween 60_(C2H4O) 17 ",1.3e-05,3.7e-05,0.00013,0.00056
"515","Tween 60","Tween 60","(C2H4O) 17 HN4","Tween 60_(C2H4O) 17 HN4",2.2e-05,6.4e-05,0.00019,0.00068
"516","Tween 60","Tween 60","(C2H4O) 17 Na","Tween 60_(C2H4O) 17 Na",5.8e-05,0.00011,0.00026,0.00074
"517","Tween 60","Tween 60","(C2H4O) 18 ","Tween 60_(C2H4O) 18 ",2.7e-05,6e-05,0.00015,0.00032
"518","Tween 60","Tween 60","(C2H4O) 18 HN4","Tween 60_(C2H4O) 18 HN4",8.8e-05,0.00028,0.00068,0.0017
"519","Tween 60","Tween 60","(C2H4O) 18 Na","Tween 60_(C2H4O) 18 Na",1.5e-05,3e-05,7e-05,0.00022
"520","Tween 60","Tween 60","(C2H4O) 19 ","Tween 60_(C2H4O) 19 ",4.8e-05,0.00011,0.00032,0.00063
"521","Tween 60","Tween 60","(C2H4O) 19 HN4","Tween 60_(C2H4O) 19 HN4",3.5e-05,6.9e-05,0.00016,0.00054
"522","Tween 60","Tween 60","(C2H4O) 19 Na","Tween 60_(C2H4O) 19 Na",4.3e-05,0.00011,0.00067,0.0012
"523","Tween 60","Tween 60","(C2H4O) 20 ","Tween 60_(C2H4O) 20 ",1.8e-05,5.1e-05,0.00023,0.00061
"524","Tween 60","Tween 60","(C2H4O) 20 HN4","Tween 60_(C2H4O) 20 HN4",1.5e-05,4.1e-05,2e-04,0.0016
"525","Tween 60","Tween 60","(C2H4O) 20 Na","Tween 60_(C2H4O) 20 Na",1.4e-05,4.8e-05,0.00015,3e-04
"526","Tween 60","Tween 60","(C2H4O) 21 ","Tween 60_(C2H4O) 21 ",1.4e-05,4.1e-05,0.00011,0.00032
"527","Tween 60","Tween 60","(C2H4O) 21 HN4","Tween 60_(C2H4O) 21 HN4",9e-05,3e-04,0.00068,0.0018
"528","Tween 60","Tween 60","(C2H4O) 21 Na","Tween 60_(C2H4O) 21 Na",1.8e-05,3.7e-05,0.00013,0.00062
"529","Tween 60","Tween 60","(C2H4O) 22 ","Tween 60_(C2H4O) 22 ",2.6e-05,9.1e-05,0.00041,0.0019
"530","Tween 60","Tween 60","(C2H4O) 22 HN4","Tween 60_(C2H4O) 22 HN4",4.5e-05,9.6e-05,0.00024,0.00064
"531","Tween 60","Tween 60","(C2H4O) 22 Na","Tween 60_(C2H4O) 22 Na",3.8e-05,0.00027,0.0011,0.003
"532","Tween 60","Tween 60","(C2H4O) 23 ","Tween 60_(C2H4O) 23 ",0.00013,0.00033,0.0013,0.0033
"533","Tween 60","Tween 60","(C2H4O) 23 HN4","Tween 60_(C2H4O) 23 HN4",1.9e-05,4.2e-05,8e-05,0.00019
"534","Tween 60","Tween 60","(C2H4O) 23 Na","Tween 60_(C2H4O) 23 Na",2.2e-05,4e-05,0.00011,0.00021
"535","Tween 60","Tween 60","(C2H4O) 24 ","Tween 60_(C2H4O) 24 ",3.3e-05,0.00013,0.00048,0.0011
"536","Tween 60","Tween 60","(C2H4O) 24 HN4","Tween 60_(C2H4O) 24 HN4",0.00017,0.00034,0.00053,0.00063
"537","Tween 60","Tween 60","(C2H4O) 24 Na","Tween 60_(C2H4O) 24 Na",0.00019,0.00041,0.0011,0.0016
"538","Tween 60","Tween 60","(C2H4O) 25 ","Tween 60_(C2H4O) 25 ",0.00064,0.0014,0.004,0.006
"539","Tween 60","Tween 60","(C2H4O) 25 HN4","Tween 60_(C2H4O) 25 HN4",0.00037,0.00088,0.0035,0.0048
"540","Tween 60","Tween 60","(C2H4O) 25 Na","Tween 60_(C2H4O) 25 Na",5.6e-05,0.00074,0.0014,0.0025
"541","Tween 60","Tween 60","(C2H4O) 26 ","Tween 60_(C2H4O) 26 ",4.3e-05,1e-04,2e-04,0.00041
"542","Tween 60","Tween 60","(C2H4O) 26 HN4","Tween 60_(C2H4O) 26 HN4",3.6e-05,8.6e-05,0.00014,0.00029
"543","Tween 60","Tween 60","(C2H4O) 26 Na","Tween 60_(C2H4O) 26 Na",1.6e-05,0.00088,0.0025,0.0054
"544","Tween 80","Tween 80","(C2H4O) 10 ","Tween 80_(C2H4O) 10 ",1.3e-05,3.3e-05,8.6e-05,0.00024
"545","Tween 80","Tween 80","(C2H4O) 10 HN4","Tween 80_(C2H4O) 10 HN4",1.8e-05,6e-05,0.00016,0.00032
"546","Tween 80","Tween 80","(C2H4O) 10 Na","Tween 80_(C2H4O) 10 Na",2.5e-05,0.00013,7e-04,0.0033
"547","Tween 80","Tween 80","(C2H4O) 11 ","Tween 80_(C2H4O) 11 ",6.1e-05,0.00013,0.00031,0.00067
"548","Tween 80","Tween 80","(C2H4O) 11 HN4","Tween 80_(C2H4O) 11 HN4",7.8e-05,0.00033,0.0016,0.0056
"549","Tween 80","Tween 80","(C2H4O) 11 Na","Tween 80_(C2H4O) 11 Na",6.8e-05,0.00038,0.00086,0.0019
"550","Tween 80","Tween 80","(C2H4O) 12 ","Tween 80_(C2H4O) 12 ",2.8e-05,7.5e-05,0.00022,0.00046
"551","Tween 80","Tween 80","(C2H4O) 12 HN4","Tween 80_(C2H4O) 12 HN4",2.3e-05,5.7e-05,0.00018,0.00049
"552","Tween 80","Tween 80","(C2H4O) 12 Na","Tween 80_(C2H4O) 12 Na",2.9e-05,8.1e-05,0.00019,5e-04
"553","Tween 80","Tween 80","(C2H4O) 13 ","Tween 80_(C2H4O) 13 ",2e-05,6.5e-05,0.00025,0.0013
"554","Tween 80","Tween 80","(C2H4O) 13 HN4","Tween 80_(C2H4O) 13 HN4",4.4e-05,0.00027,0.0013,0.0024
"555","Tween 80","Tween 80","(C2H4O) 13 Na","Tween 80_(C2H4O) 13 Na",3.9e-05,0.00022,0.001,0.0032
"556","Tween 80","Tween 80","(C2H4O) 14 ","Tween 80_(C2H4O) 14 ",3.4e-05,0.00013,0.00049,0.0012
"557","Tween 80","Tween 80","(C2H4O) 14 HN4","Tween 80_(C2H4O) 14 HN4",3.2e-05,7.6e-05,0.00032,0.0015
"558","Tween 80","Tween 80","(C2H4O) 14 Na","Tween 80_(C2H4O) 14 Na",4e-05,0.00014,3e-04,0.00084
"559","Tween 80","Tween 80","(C2H4O) 15 ","Tween 80_(C2H4O) 15 ",1.7e-05,5.5e-05,2e-04,0.00052
"560","Tween 80","Tween 80","(C2H4O) 15 HN4","Tween 80_(C2H4O) 15 HN4",2.4e-05,6.9e-05,0.00022,5e-04
"561","Tween 80","Tween 80","(C2H4O) 15 Na","Tween 80_(C2H4O) 15 Na",3.2e-05,6.6e-05,0.00014,4e-04
"562","Tween 80","Tween 80","(C2H4O) 16 ","Tween 80_(C2H4O) 16 ",2.4e-05,6e-05,0.00018,0.00054
"563","Tween 80","Tween 80","(C2H4O) 16 HN4","Tween 80_(C2H4O) 16 HN4",2.7e-05,6.5e-05,0.00022,0.00055
"564","Tween 80","Tween 80","(C2H4O) 16 Na","Tween 80_(C2H4O) 16 Na",3.6e-05,1e-04,0.00022,0.00045
"565","Tween 80","Tween 80","(C2H4O) 17 ","Tween 80_(C2H4O) 17 ",2.4e-05,6e-05,0.00022,0.00056
"566","Tween 80","Tween 80","(C2H4O) 17 HN4","Tween 80_(C2H4O) 17 HN4",1.7e-05,5.8e-05,2e-04,5e-04
"567","Tween 80","Tween 80","(C2H4O) 17 Na","Tween 80_(C2H4O) 17 Na",1.6e-05,3.9e-05,0.00013,0.00023
"568","Tween 80","Tween 80","(C2H4O) 18 ","Tween 80_(C2H4O) 18 ",5e-05,0.00013,3e-04,0.0014
"569","Tween 80","Tween 80","(C2H4O) 18 HN4","Tween 80_(C2H4O) 18 HN4",0.00031,0.0021,0.0052,0.013
"570","Tween 80","Tween 80","(C2H4O) 18 Na","Tween 80_(C2H4O) 18 Na",1.9e-05,7.5e-05,0.00022,0.00043
"571","Tween 80","Tween 80","(C2H4O) 19 ","Tween 80_(C2H4O) 19 ",3.7e-05,9.4e-05,0.00021,7e-04
"572","Tween 80","Tween 80","(C2H4O) 19 HN4","Tween 80_(C2H4O) 19 HN4",3.1e-05,6.7e-05,0.00025,0.001
"573","Tween 80","Tween 80","(C2H4O) 19 Na","Tween 80_(C2H4O) 19 Na",9.9e-05,0.00044,0.0031,0.0096
"574","Tween 80","Tween 80","(C2H4O) 20 ","Tween 80_(C2H4O) 20 ",3.1e-05,9.1e-05,0.00057,0.0011
"575","Tween 80","Tween 80","(C2H4O) 20 HN4","Tween 80_(C2H4O) 20 HN4",3.6e-05,7.1e-05,0.00016,0.00027
"576","Tween 80","Tween 80","(C2H4O) 20 Na","Tween 80_(C2H4O) 20 Na",1.6e-05,3.8e-05,0.00012,0.00024
"577","Tween 80","Tween 80","(C2H4O) 21 ","Tween 80_(C2H4O) 21 ",2.4e-05,5.7e-05,0.00017,0.00049
"578","Tween 80","Tween 80","(C2H4O) 21 HN4","Tween 80_(C2H4O) 21 HN4",2.7e-05,7.2e-05,0.00014,0.00036
"579","Tween 80","Tween 80","(C2H4O) 21 Na","Tween 80_(C2H4O) 21 Na",2.5e-05,7.3e-05,0.00017,0.00061
"580","Tween 80","Tween 80","(C2H4O) 22 ","Tween 80_(C2H4O) 22 ",2.8e-05,0.00011,0.00052,0.0012
"581","Tween 80","Tween 80","(C2H4O) 22 HN4","Tween 80_(C2H4O) 22 HN4",1.6e-05,3.9e-05,1e-04,0.00028
"582","Tween 80","Tween 80","(C2H4O) 22 Na","Tween 80_(C2H4O) 22 Na",9.2e-06,2.3e-05,5.7e-05,0.00017
"583","Tween 80","Tween 80","(C2H4O) 23 ","Tween 80_(C2H4O) 23 ",4e-05,0.00015,0.00042,0.0019
"584","Tween 80","Tween 80","(C2H4O) 23 HN4","Tween 80_(C2H4O) 23 HN4",1.7e-05,3.7e-05,1e-04,0.00048
"585","Tween 80","Tween 80","(C2H4O) 23 Na","Tween 80_(C2H4O) 23 Na",1.1e-05,2.4e-05,6.2e-05,0.00016
"586","Tween 80","Tween 80","(C2H4O) 24 ","Tween 80_(C2H4O) 24 ",2e-05,4e-05,0.00012,0.00027
"587","Tween 80","Tween 80","(C2H4O) 24 HN4","Tween 80_(C2H4O) 24 HN4",0.00015,0.0018,0.0022,0.0033
"588","Tween 80","Tween 80","(C2H4O) 24 Na","Tween 80_(C2H4O) 24 Na",0.00027,0.0018,0.0074,0.01
"589","Tween 80","Tween 80","(C2H4O) 25 ","Tween 80_(C2H4O) 25 ",0.00012,0.00034,0.00061,0.0013
"590","Tween 80","Tween 80","(C2H4O) 25 HN4","Tween 80_(C2H4O) 25 HN4",8.8e-05,0.0013,0.038,0.05
"591","Tween 80","Tween 80","(C2H4O) 25 Na","Tween 80_(C2H4O) 25 Na",0.00011,0.00092,0.014,0.02
"592","Tween 80","Tween 80","(C2H4O) 26 ","Tween 80_(C2H4O) 26 ",0.00014,0.00025,0.00071,0.001
"593","Tween 80","Tween 80","(C2H4O) 26 HN4","Tween 80_(C2H4O) 26 HN4",5.5e-05,0.00014,0.00028,0.00042
"594","Tween 80","Tween 80","(C2H4O) 26 Na","Tween 80_(C2H4O) 26 Na",4.8e-05,0.00025,0.00049,0.00087
